Year;Month;Day;Hour;Temperature;GHI
2024;4;2;17;37.0;894.0
2024;4;2;18;37.2;472.0
2024;4;2;19;36.3;797.0
2024;4;2;20;35.0;639.0
2024;4;2;21;33.4;425.0
2024;4;2;22;31.5;191.0
2024;4;2;23;29.7;11.0
2024;4;3;0;28.5;0.0
2024;4;3;1;27.9;0.0
2024;4;3;2;27.6;0.0
2024;4;3;3;27.4;0.0
2024;4;3;4;27.2;0.0
2024;4;3;5;26.9;0.0
2024;4;3;6;26.6;0.0
2024;4;3;7;26.4;0.0
2024;4;3;8;26.3;0.0
2024;4;3;9;26.2;0.0
2024;4;3;10;26.1;0.0
2024;4;3;11;26.5;2.0
2024;4;3;12;27.8;121.0
2024;4;3;13;29.7;375.0
2024;4;3;14;31.7;602.0
2024;4;3;15;33.3;570.0
2024;4;3;16;34.2;571.0
2024;4;3;17;34.8;758.0
2024;4;3;18;34.8;792.0
2024;4;3;19;34.2;220.0
2024;4;3;20;33.5;340.0
2024;4;3;21;32.4;356.0
2024;4;3;22;30.9;206.0
2024;4;3;23;29.3;17.0
2024;4;4;0;28.5;0.0
2024;4;4;1;27.9;0.0
2024;4;4;2;27.5;0.0
2024;4;4;3;27.2;0.0
2024;4;4;4;26.9;0.0
2024;4;4;5;26.8;0.0
2024;4;4;6;26.6;0.0
2024;4;4;7;26.6;0.0
2024;4;4;8;26.4;0.0
2024;4;4;9;26.2;0.0
2024;4;4;10;26.1;0.0
2024;4;4;11;26.3;4.0
2024;4;4;12;27.5;150.0
2024;4;4;13;28.7;39.0
2024;4;4;14;30.0;85.0
2024;4;4;15;31.1;386.0
2024;4;4;16;32.1;741.0
2024;4;4;17;32.6;638.0
2024;4;4;18;33.0;527.0
2024;4;4;19;33.1;696.0
2024;4;4;20;32.7;376.0
2024;4;4;21;31.7;152.0
2024;4;4;22;30.0;73.0
2024;4;4;23;27.7;19.0
2024;4;5;0;27.0;0.0
2024;4;5;1;26.5;0.0
2024;4;5;2;26.2;0.0
2024;4;5;3;25.9;0.0
2024;4;5;4;25.8;0.0
2024;4;5;5;25.9;0.0
2024;4;5;6;25.9;0.0
2024;4;5;7;25.9;0.0
2024;4;5;8;25.9;0.0
2024;4;5;9;25.7;0.0
2024;4;5;10;25.6;0.0
2024;4;5;11;26.0;5.0
2024;4;5;12;27.9;93.0
2024;4;5;13;29.9;229.0
2024;4;5;14;31.8;563.0
2024;4;5;15;33.5;726.0
2024;4;5;16;34.8;872.0
2024;4;5;17;35.7;941.0
2024;4;5;18;36.2;774.0
2024;4;5;19;36.2;612.0
2024;4;5;20;35.6;676.0
2024;4;5;21;34.4;330.0
2024;4;5;22;32.2;216.0
2024;4;5;23;30.0;20.0
2024;4;6;0;29.0;0.0
2024;4;6;1;28.2;0.0
2024;4;6;2;27.7;0.0
2024;4;6;3;27.4;0.0
2024;4;6;4;27.2;0.0
2024;4;6;5;27.0;0.0
2024;4;6;6;26.9;0.0
2024;4;6;7;26.8;0.0
2024;4;6;8;26.6;0.0
2024;4;6;9;26.4;0.0
2024;4;6;10;26.3;0.0
2024;4;6;11;26.9;4.0
2024;4;6;12;28.5;157.0
2024;4;6;13;30.8;338.0
2024;4;6;14;33.0;438.0
2024;4;6;15;34.7;805.0
2024;4;6;16;36.1;924.0
2024;4;6;17;36.9;691.0
2024;4;6;18;37.2;821.0
2024;4;6;19;36.9;622.0
2024;4;6;20;36.1;624.0
2024;4;6;21;34.7;409.0
2024;4;6;22;32.5;204.0
2024;4;6;23;30.3;6.0
2024;4;7;0;29.3;0.0
2024;4;7;1;28.6;0.0
2024;4;7;2;28.4;0.0
2024;4;7;3;28.3;0.0
2024;4;7;4;28.2;0.0
2024;4;7;5;28.0;0.0
2024;4;7;6;27.9;0.0
2024;4;7;7;27.7;0.0
2024;4;7;8;27.4;0.0
2024;4;7;9;27.2;0.0
2024;4;7;10;27.0;0.0
2024;4;7;11;27.6;2.0
2024;4;7;12;29.0;111.0
2024;4;7;13;30.5;180.0
2024;4;7;14;31.8;382.0
2024;4;7;15;33.2;811.0
2024;4;7;16;34.5;843.0
2024;4;7;17;35.5;779.0
2024;4;7;18;36.0;784.0
2024;4;7;19;36.3;810.0
2024;4;7;20;35.9;534.0
2024;4;7;21;34.5;91.0
2024;4;7;22;32.2;5.0
2024;4;7;23;30.3;9.0
2024;4;8;0;29.4;0.0
2024;4;8;1;28.8;0.0
2024;4;8;2;28.4;0.0
2024;4;8;3;28.0;0.0
2024;4;8;4;27.7;0.0
2024;4;8;5;27.5;0.0
2024;4;8;6;27.3;0.0
2024;4;8;7;27.3;0.0
2024;4;8;8;27.1;0.0
2024;4;8;9;27.1;0.0
2024;4;8;10;27.1;0.0
2024;4;8;11;27.4;2.0
2024;4;8;12;28.7;154.0
2024;4;8;13;30.4;386.0
2024;4;8;14;32.1;552.0
2024;4;8;15;33.1;726.0
2024;4;8;16;34.0;814.0
2024;4;8;17;34.6;705.0
2024;4;8;18;34.9;629.0
2024;4;8;19;34.9;469.0
2024;4;8;20;34.5;600.0
2024;4;8;21;33.3;423.0
2024;4;8;22;31.1;191.0
2024;4;8;23;29.3;11.0
2024;4;9;0;28.9;0.0
2024;4;9;1;28.3;0.0
2024;4;9;2;28.1;0.0
2024;4;9;3;27.8;0.0
2024;4;9;4;27.6;0.0
2024;4;9;5;27.5;0.0
2024;4;9;6;27.4;0.0
2024;4;9;7;27.3;0.0
2024;4;9;8;27.2;0.0
2024;4;9;9;27.1;0.0
2024;4;9;10;27.1;0.0
2024;4;9;11;27.4;2.0
2024;4;9;12;28.6;153.0
2024;4;9;13;30.0;389.0
2024;4;9;14;31.6;614.0
2024;4;9;15;32.9;718.0
2024;4;9;16;34.0;920.0
2024;4;9;17;35.0;971.0
2024;4;9;18;35.6;795.0
2024;4;9;19;35.8;795.0
2024;4;9;20;35.5;599.0
2024;4;9;21;34.6;224.0
2024;4;9;22;32.9;195.0
2024;4;9;23;31.3;12.0
2024;4;10;0;30.1;0.0
2024;4;10;1;29.2;0.0
2024;4;10;2;28.8;0.0
2024;4;10;3;28.5;0.0
2024;4;10;4;28.1;0.0
2024;4;10;5;27.8;0.0
2024;4;10;6;27.5;0.0
2024;4;10;7;27.3;0.0
2024;4;10;8;27.3;0.0
2024;4;10;9;27.3;0.0
2024;4;10;10;27.3;0.0
2024;4;10;11;27.9;2.0
2024;4;10;12;29.8;150.0
2024;4;10;13;31.7;381.0
2024;4;10;14;33.6;547.0
2024;4;10;15;35.4;697.0
2024;4;10;16;37.0;876.0
2024;4;10;17;38.2;931.0
2024;4;10;18;38.8;935.0
2024;4;10;19;38.8;829.0
2024;4;10;20;38.2;595.0
2024;4;10;21;36.7;440.0
2024;4;10;22;34.0;194.0
2024;4;10;23;30.9;14.0
2024;4;11;0;29.8;0.0
2024;4;11;1;29.3;0.0
2024;4;11;2;28.9;0.0
2024;4;11;3;28.5;0.0
2024;4;11;4;28.2;0.0
2024;4;11;5;27.9;0.0
2024;4;11;6;27.7;0.0
2024;4;11;7;27.5;0.0
2024;4;11;8;27.3;0.0
2024;4;11;9;27.1;0.0
2024;4;11;10;26.9;0.0
2024;4;11;11;27.5;3.0
2024;4;11;12;29.2;160.0
2024;4;11;13;32.2;374.0
2024;4;11;14;34.7;268.0
2024;4;11;15;36.5;634.0
2024;4;11;16;37.7;547.0
2024;4;11;17;38.4;821.0
2024;4;11;18;38.5;796.0
2024;4;11;19;38.1;746.0
2024;4;11;20;36.9;630.0
2024;4;11;21;35.6;419.0
2024;4;11;22;33.1;190.0
2024;4;11;23;30.8;11.0
2024;4;12;0;29.7;0.0
2024;4;12;1;28.9;0.0
2024;4;12;2;28.4;0.0
2024;4;12;3;28.2;0.0
2024;4;12;4;27.9;0.0
2024;4;12;5;27.7;0.0
2024;4;12;6;27.5;0.0
2024;4;12;7;27.4;0.0
2024;4;12;8;27.2;0.0
2024;4;12;9;27.1;0.0
2024;4;12;10;26.9;0.0
2024;4;12;11;27.8;3.0
2024;4;12;12;30.2;158.0
2024;4;12;13;32.8;393.0
2024;4;12;14;35.0;618.0
2024;4;12;15;36.7;785.0
2024;4;12;16;38.2;904.0
2024;4;12;17;39.1;948.0
2024;4;12;18;39.5;914.0
2024;4;12;19;39.1;803.0
2024;4;12;20;37.9;548.0
2024;4;12;21;36.2;416.0
2024;4;12;22;33.5;187.0
2024;4;12;23;31.4;10.0
2024;4;13;0;30.1;0.0
2024;4;13;1;29.4;0.0
2024;4;13;2;28.9;0.0
2024;4;13;3;28.5;0.0
2024;4;13;4;28.1;0.0
2024;4;13;5;27.8;0.0
2024;4;13;6;27.5;0.0
2024;4;13;7;27.2;0.0
2024;4;13;8;27.0;0.0
2024;4;13;9;26.8;0.0
2024;4;13;10;26.6;0.0
2024;4;13;11;27.3;3.0
2024;4;13;12;29.4;159.0
2024;4;13;13;31.8;394.0
2024;4;13;14;33.9;618.0
2024;4;13;15;35.6;780.0
2024;4;13;16;37.2;899.0
2024;4;13;17;38.3;947.0
2024;4;13;18;38.7;919.0
2024;4;13;19;38.4;811.0
2024;4;13;20;37.4;584.0
2024;4;13;21;35.6;418.0
2024;4;13;22;32.7;192.0
2024;4;13;23;30.4;11.0
2024;4;14;0;29.2;0.0
2024;4;14;1;28.3;0.0
2024;4;14;2;28.0;0.0
2024;4;14;3;27.7;0.0
2024;4;14;4;27.6;0.0
2024;4;14;5;27.4;0.0
2024;4;14;6;27.2;0.0
2024;4;14;7;27.1;0.0
2024;4;14;8;26.9;0.0
2024;4;14;9;26.7;0.0
2024;4;14;10;26.6;0.0
2024;4;14;11;27.1;2.0
2024;4;14;12;29.1;155.0
2024;4;14;13;31.5;183.0
2024;4;14;14;33.8;353.0
2024;4;14;15;35.8;589.0
2024;4;14;16;37.2;783.0
2024;4;14;17;37.9;929.0
2024;4;14;18;38.0;864.0
2024;4;14;19;37.7;729.0
2024;4;14;20;36.6;564.0
2024;4;14;21;35.0;418.0
2024;4;14;22;32.5;188.0
2024;4;14;23;30.3;11.0
2024;4;15;0;29.0;0.0
2024;4;15;1;28.3;0.0
2024;4;15;2;28.0;0.0
2024;4;15;3;27.8;0.0
2024;4;15;4;27.7;0.0
2024;4;15;5;27.5;0.0
2024;4;15;6;27.3;0.0
2024;4;15;7;27.1;0.0
2024;4;15;8;27.0;0.0
2024;4;15;9;26.8;0.0
2024;4;15;10;26.8;0.0
2024;4;15;11;27.3;1.0
2024;4;15;12;29.3;160.0
2024;4;15;13;31.9;393.0
2024;4;15;14;34.1;592.0
2024;4;15;15;35.9;728.0
2024;4;15;16;37.0;749.0
2024;4;15;17;37.7;654.0
2024;4;15;18;37.7;810.0
2024;4;15;19;37.0;691.0
2024;4;15;20;35.7;635.0
2024;4;15;21;33.9;420.0
2024;4;15;22;31.8;189.0
2024;4;15;23;29.8;10.0
2024;4;16;0;28.7;0.0
2024;4;16;1;28.2;0.0
2024;4;16;2;28.0;0.0
2024;4;16;3;27.9;0.0
2024;4;16;4;27.7;0.0
2024;4;16;5;27.5;0.0
2024;4;16;6;27.3;0.0
2024;4;16;7;27.1;0.0
2024;4;16;8;26.9;0.0
2024;4;16;9;26.8;0.0
2024;4;16;10;26.7;0.0
2024;4;16;11;27.1;5.0
2024;4;16;12;28.4;157.0
2024;4;16;13;30.3;393.0
2024;4;16;14;32.9;590.0
2024;4;16;15;35.1;744.0
2024;4;16;16;36.5;840.0
2024;4;16;17;37.1;757.0
2024;4;16;18;37.1;685.0
2024;4;16;19;36.4;477.0
2024;4;16;20;35.1;470.0
2024;4;16;21;33.3;417.0
2024;4;16;22;31.3;185.0
2024;4;16;23;29.5;9.0
2024;4;17;0;28.5;0.0
2024;4;17;1;28.0;0.0
2024;4;17;2;27.9;0.0
2024;4;17;3;27.8;0.0
2024;4;17;4;27.7;0.0
2024;4;17;5;27.5;0.0
2024;4;17;6;27.3;0.0
2024;4;17;7;27.1;0.0
2024;4;17;8;26.9;0.0
2024;4;17;9;26.8;0.0
2024;4;17;10;26.7;0.0
2024;4;17;11;27.1;5.0
2024;4;17;12;28.6;162.0
2024;4;17;13;30.6;242.0
2024;4;17;14;32.6;256.0
2024;4;17;15;34.1;618.0
2024;4;17;16;34.9;435.0
2024;4;17;17;35.4;822.0
2024;4;17;18;35.3;823.0
2024;4;17;19;34.3;601.0
2024;4;17;20;33.2;481.0
2024;4;17;21;31.8;361.0
2024;4;17;22;30.3;103.0
2024;4;17;23;28.9;10.0
2024;4;18;0;28.1;0.0
2024;4;18;1;27.6;0.0
2024;4;18;2;27.3;0.0
2024;4;18;3;27.2;0.0
2024;4;18;4;27.0;0.0
2024;4;18;5;26.9;0.0
2024;4;18;6;26.7;0.0
2024;4;18;7;26.6;0.0
2024;4;18;8;26.4;0.0
2024;4;18;9;26.4;0.0
2024;4;18;10;26.3;0.0
2024;4;18;11;26.8;5.0
2024;4;18;12;28.3;15.0
2024;4;18;13;30.7;106.0
2024;4;18;14;32.8;290.0
2024;4;18;15;34.2;454.0
2024;4;18;16;34.7;565.0
2024;4;18;17;34.4;626.0
2024;4;18;18;33.6;687.0
2024;4;18;19;32.5;603.0
2024;4;18;20;31.4;618.0
2024;4;18;21;30.3;101.0
2024;4;18;22;29.2;5.0
2024;4;18;23;28.4;6.0
2024;4;19;0;28.0;0.0
2024;4;19;1;27.8;0.0
2024;4;19;2;27.6;0.0
2024;4;19;3;27.4;0.0
2024;4;19;4;27.3;0.0
2024;4;19;5;27.2;0.0
2024;4;19;6;27.0;0.0
2024;4;19;7;26.9;0.0
2024;4;19;8;26.9;0.0
2024;4;19;9;26.8;0.0
2024;4;19;10;26.7;0.0
2024;4;19;11;26.9;6.0
2024;4;19;12;27.5;114.0
2024;4;19;13;28.4;314.0
2024;4;19;14;29.4;340.0
2024;4;19;15;30.3;402.0
2024;4;19;16;31.2;343.0
2024;4;19;17;31.6;355.0
2024;4;19;18;31.8;113.0
2024;4;19;19;31.3;229.0
2024;4;19;20;30.5;180.0
2024;4;19;21;29.5;112.0
2024;4;19;22;28.4;83.0
2024;4;19;23;27.6;9.0
2024;4;20;0;27.2;0.0
2024;4;20;1;27.0;0.0
2024;4;20;2;26.8;0.0
2024;4;20;3;26.6;0.0
2024;4;20;4;26.5;0.0
2024;4;20;5;26.4;0.0
2024;4;20;6;26.3;0.0
2024;4;20;7;26.2;0.0
2024;4;20;8;26.2;0.0
2024;4;20;9;26.1;0.0
2024;4;20;10;26.0;0.0
2024;4;20;11;26.3;9.0
2024;4;20;12;27.3;165.0
2024;4;20;13;29.1;310.0
2024;4;20;14;31.0;515.0
2024;4;20;15;32.5;560.0
2024;4;20;16;33.5;772.0
2024;4;20;17;34.1;784.0
2024;4;20;18;34.2;883.0
2024;4;20;19;33.8;810.0
2024;4;20;20;33.0;656.0
2024;4;20;21;31.8;402.0
2024;4;20;22;30.1;200.0
2024;4;20;23;28.7;8.0
2024;4;21;0;28.1;0.0
2024;4;21;1;27.6;0.0
2024;4;21;2;27.3;0.0
2024;4;21;3;27.1;0.0
2024;4;21;4;26.9;0.0
2024;4;21;5;26.7;0.0
2024;4;21;6;26.6;0.0
2024;4;21;7;26.5;0.0
2024;4;21;8;26.4;0.0
2024;4;21;9;26.3;0.0
2024;4;21;10;26.2;0.0
2024;4;21;11;26.7;1.0
2024;4;21;12;27.6;57.0
2024;4;21;13;28.8;164.0
2024;4;21;14;30.2;114.0
2024;4;21;15;31.3;386.0
2024;4;21;16;31.8;488.0
2024;4;21;17;32.0;538.0
2024;4;21;18;31.9;637.0
2024;4;21;19;31.6;613.0
2024;4;21;20;30.9;555.0
2024;4;21;21;29.8;415.0
2024;4;21;22;28.6;196.0
2024;4;21;23;27.8;12.0
2024;4;22;0;27.4;0.0
2024;4;22;1;27.1;0.0
2024;4;22;2;27.0;0.0
2024;4;22;3;27.0;0.0
2024;4;22;4;26.8;0.0
2024;4;22;5;26.7;0.0
2024;4;22;6;26.6;0.0
2024;4;22;7;26.5;0.0
2024;4;22;8;26.3;0.0
2024;4;22;9;26.1;0.0
2024;4;22;10;26.0;0.0
2024;4;22;11;26.3;9.0
2024;4;22;12;27.0;47.0
2024;4;22;13;28.0;234.0
2024;4;22;14;28.9;508.0
2024;4;22;15;29.9;608.0
2024;4;22;16;31.0;773.0
2024;4;22;17;31.5;884.0
2024;4;22;18;31.7;467.0
2024;4;22;19;31.5;501.0
2024;4;22;20;30.9;419.0
2024;4;22;21;29.8;175.0
2024;4;22;22;28.4;164.0
2024;4;22;23;27.0;17.0
2024;4;23;0;26.6;0.0
2024;4;23;1;26.4;0.0
2024;4;23;2;26.3;0.0
2024;4;23;3;26.2;0.0
2024;4;23;4;26.1;0.0
2024;4;23;5;25.9;0.0
2024;4;23;6;25.8;0.0
2024;4;23;7;25.8;0.0
2024;4;23;8;25.7;0.0
2024;4;23;9;25.7;0.0
2024;4;23;10;25.7;0.0
2024;4;23;11;26.1;13.0
2024;4;23;12;27.5;127.0
2024;4;23;13;29.8;430.0
2024;4;23;14;30.5;669.0
2024;4;23;15;31.9;840.0
2024;4;23;16;32.9;879.0
2024;4;23;17;32.9;774.0
2024;4;23;18;32.6;555.0
2024;4;23;19;32.0;743.0
2024;4;23;20;31.1;576.0
2024;4;23;21;30.1;392.0
2024;4;23;22;28.8;212.0
2024;4;23;23;27.6;20.0
2024;4;24;0;27.2;0.0
2024;4;24;1;27.0;0.0
2024;4;24;2;26.7;0.0
2024;4;24;3;26.6;0.0
2024;4;24;4;26.4;0.0
2024;4;24;5;26.3;0.0
2024;4;24;6;26.3;0.0
2024;4;24;7;26.2;0.0
2024;4;24;8;26.1;0.0
2024;4;24;9;26.0;0.0
2024;4;24;10;26.1;0.0
2024;4;24;11;26.8;11.0
2024;4;24;12;28.2;101.0
2024;4;24;13;29.2;415.0
2024;4;24;14;30.2;630.0
2024;4;24;15;31.3;605.0
2024;4;24;16;32.0;597.0
2024;4;24;17;32.5;636.0
2024;4;24;18;32.6;760.0
2024;4;24;19;32.3;601.0
2024;4;24;20;31.5;544.0
2024;4;24;21;30.5;370.0
2024;4;24;22;29.0;159.0
2024;4;24;23;27.8;16.0
2024;4;25;0;27.5;0.0
2024;4;25;1;27.3;0.0
2024;4;25;2;27.1;0.0
2024;4;25;3;27.0;0.0
2024;4;25;4;27.0;0.0
2024;4;25;5;26.8;0.0
2024;4;25;6;26.7;0.0
2024;4;25;7;26.6;0.0
2024;4;25;8;26.5;0.0
2024;4;25;9;26.3;0.0
2024;4;25;10;26.3;0.0
2024;4;25;11;26.5;11.0
2024;4;25;12;27.2;112.0
2024;4;25;13;28.1;301.0
2024;4;25;14;28.7;301.0
2024;4;25;15;29.1;503.0
2024;4;25;16;29.4;635.0
2024;4;25;17;30.0;610.0
2024;4;25;18;30.4;691.0
2024;4;25;19;30.4;122.0
2024;4;25;20;29.9;52.0
2024;4;25;21;28.9;114.0
2024;4;25;22;27.7;60.0
2024;4;25;23;26.6;9.0
2024;4;26;0;26.3;0.0
2024;4;26;1;26.2;0.0
2024;4;26;2;26.1;0.0
2024;4;26;3;26.1;0.0
2024;4;26;4;26.0;0.0
2024;4;26;5;26.0;0.0
2024;4;26;6;26.0;0.0
2024;4;26;7;26.1;0.0
2024;4;26;8;25.9;0.0
2024;4;26;9;25.6;0.0
2024;4;26;10;25.3;0.0
2024;4;26;11;25.3;10.0
2024;4;26;12;26.2;13.0
2024;4;26;13;28.0;109.0
2024;4;26;14;29.7;372.0
2024;4;26;15;31.0;277.0
2024;4;26;16;31.8;381.0
2024;4;26;17;32.2;441.0
2024;4;26;18;32.1;531.0
2024;4;26;19;31.6;560.0
2024;4;26;20;30.6;185.0
2024;4;26;21;29.5;355.0
2024;4;26;22;28.1;136.0
2024;4;26;23;26.9;17.0
2024;4;27;0;26.6;0.0
2024;4;27;1;26.3;0.0
2024;4;27;2;26.2;0.0
2024;4;27;3;26.0;0.0
2024;4;27;4;25.9;0.0
2024;4;27;5;25.9;0.0
2024;4;27;6;25.9;0.0
2024;4;27;7;25.7;0.0
2024;4;27;8;25.6;0.0
2024;4;27;9;25.5;0.0
2024;4;27;10;25.3;0.0
2024;4;27;11;25.9;13.0
2024;4;27;12;27.9;117.0
2024;4;27;13;29.9;342.0
2024;4;27;14;31.7;415.0
2024;4;27;15;33.0;546.0
2024;4;27;16;33.8;876.0
2024;4;27;17;33.9;911.0
2024;4;27;18;33.6;876.0
2024;4;27;19;32.8;129.0
2024;4;27;20;31.7;485.0
2024;4;27;21;30.6;383.0
2024;4;27;22;28.9;202.0
2024;4;27;23;27.7;16.0
2024;4;28;0;27.2;0.0
2024;4;28;1;26.9;0.0
2024;4;28;2;26.7;0.0
2024;4;28;3;26.6;0.0
2024;4;28;4;26.5;0.0
2024;4;28;5;26.4;0.0
2024;4;28;6;26.3;0.0
2024;4;28;7;26.2;0.0
2024;4;28;8;26.1;0.0
2024;4;28;9;26.0;0.0
2024;4;28;10;26.0;0.0
2024;4;28;11;26.3;14.0
2024;4;28;12;27.3;30.0
2024;4;28;13;29.1;111.0
2024;4;28;14;30.1;185.0
2024;4;28;15;30.7;371.0
2024;4;28;16;31.4;573.0
2024;4;28;17;31.8;613.0
2024;4;28;18;31.7;517.0
2024;4;28;19;31.3;580.0
2024;4;28;20;30.5;318.0
2024;4;28;21;29.8;118.0
2024;4;28;22;29.0;156.0
2024;4;28;23;27.7;17.0
2024;4;29;0;27.2;0.0
2024;4;29;1;27.0;0.0
2024;4;29;2;26.9;0.0
2024;4;29;3;26.6;0.0
2024;4;29;4;26.3;0.0
2024;4;29;5;26.0;0.0
2024;4;29;6;25.9;0.0
2024;4;29;7;25.8;0.0
2024;4;29;8;25.8;0.0
2024;4;29;9;25.8;0.0
2024;4;29;10;25.8;0.0
2024;4;29;11;26.1;15.0
2024;4;29;12;28.2;176.0
2024;4;29;13;29.4;377.0
2024;4;29;14;30.9;385.0
2024;4;29;15;32.6;757.0
2024;4;29;16;33.9;722.0
2024;4;29;17;34.9;626.0
2024;4;29;18;35.5;934.0
2024;4;29;19;35.3;656.0
2024;4;29;20;34.7;504.0
2024;4;29;21;33.3;372.0
2024;4;29;22;31.5;218.0
2024;4;29;23;29.2;21.0
2024;4;30;0;28.2;0.0
2024;4;30;1;27.7;0.0
2024;4;30;2;27.3;0.0
2024;4;30;3;27.1;0.0
2024;4;30;4;26.8;0.0
2024;4;30;5;26.5;0.0
2024;4;30;6;26.3;0.0
2024;4;30;7;26.1;0.0
2024;4;30;8;25.9;0.0
2024;4;30;9;25.7;0.0
2024;4;30;10;25.7;0.0
2024;4;30;11;26.6;17.0
2024;4;30;12;28.5;199.0
2024;4;30;13;30.7;406.0
2024;4;30;14;32.7;301.0
2024;4;30;15;34.4;648.0
2024;4;30;16;35.5;870.0
2024;4;30;17;36.3;791.0
2024;4;30;18;36.5;594.0
2024;4;30;19;36.2;616.0
2024;4;30;20;35.5;564.0
2024;4;30;21;34.1;351.0
2024;4;30;22;32.2;183.0
2024;4;30;23;29.7;15.0
2024;5;1;0;28.7;0.0
2024;5;1;1;28.2;0.0
2024;5;1;2;27.8;0.0
2024;5;1;3;27.5;0.0
2024;5;1;4;27.3;0.0
2024;5;1;5;27.1;0.0
2024;5;1;6;27.0;0.0
2024;5;1;7;26.9;0.0
2024;5;1;8;26.8;0.0
2024;5;1;9;26.8;0.0
2024;5;1;10;26.7;0.0
2024;5;1;11;27.2;14.0
2024;5;1;12;28.2;187.0
2024;5;1;13;29.3;424.0
2024;5;1;14;30.8;640.0
2024;5;1;15;32.4;754.0
2024;5;1;16;33.7;363.0
2024;5;1;17;34.2;619.0
2024;5;1;18;34.3;764.0
2024;5;1;19;33.9;548.0
2024;5;1;20;33.1;476.0
2024;5;1;21;32.0;432.0
2024;5;1;22;30.2;201.0
2024;5;1;23;28.8;16.0
2024;5;2;0;28.2;0.0
2024;5;2;1;27.9;0.0
2024;5;2;2;27.6;0.0
2024;5;2;3;27.4;0.0
2024;5;2;4;27.3;0.0
2024;5;2;5;27.2;0.0
2024;5;2;6;27.0;0.0
2024;5;2;7;26.9;0.0
2024;5;2;8;26.7;0.0
2024;5;2;9;26.7;0.0
2024;5;2;10;26.6;0.0
2024;5;2;11;27.1;15.0
2024;5;2;12;28.0;78.0
2024;5;2;13;29.5;109.0
2024;5;2;14;31.6;216.0
2024;5;2;15;33.1;336.0
2024;5;2;16;33.8;706.0
2024;5;2;17;34.1;920.0
2024;5;2;18;33.7;548.0
2024;5;2;19;33.1;736.0
2024;5;2;20;32.1;628.0
2024;5;2;21;31.0;223.0
2024;5;2;22;29.5;156.0
2024;5;2;23;28.1;13.0
2024;5;3;0;27.6;0.0
2024;5;3;1;27.3;0.0
2024;5;3;2;27.0;0.0
2024;5;3;3;26.9;0.0
2024;5;3;4;26.8;0.0
2024;5;3;5;26.7;0.0
2024;5;3;6;26.6;0.0
2024;5;3;7;26.5;0.0
2024;5;3;8;26.3;0.0
2024;5;3;9;26.2;0.0
2024;5;3;10;26.1;0.0
2024;5;3;11;26.6;11.0
2024;5;3;12;27.6;52.0
2024;5;3;13;29.3;50.0
2024;5;3;14;31.3;83.0
2024;5;3;15;32.9;123.0
2024;5;3;16;34.0;578.0
2024;5;3;17;34.3;289.0
2024;5;3;18;34.1;416.0
2024;5;3;19;33.4;763.0
2024;5;3;20;32.5;371.0
2024;5;3;21;31.2;404.0
2024;5;3;22;29.4;130.0
2024;5;3;23;28.0;18.0
2024;5;4;0;27.3;0.0
2024;5;4;1;26.9;0.0
2024;5;4;2;26.7;0.0
2024;5;4;3;26.5;0.0
2024;5;4;4;26.4;0.0
2024;5;4;5;26.3;0.0
2024;5;4;6;26.2;0.0
2024;5;4;7;26.1;0.0
2024;5;4;8;26.0;0.0
2024;5;4;9;26.0;0.0
2024;5;4;10;25.9;0.0
2024;5;4;11;26.3;18.0
2024;5;4;12;27.2;55.0
2024;5;4;13;28.8;175.0
2024;5;4;14;30.5;123.0
2024;5;4;15;31.9;238.0
2024;5;4;16;32.9;307.0
2024;5;4;17;33.2;542.0
2024;5;4;18;33.1;498.0
2024;5;4;19;33.2;271.0
2024;5;4;20;32.5;232.0
2024;5;4;21;31.5;273.0
2024;5;4;22;29.8;138.0
2024;5;4;23;28.2;20.0
2024;5;5;0;27.4;0.0
2024;5;5;1;27.0;0.0
2024;5;5;2;26.7;0.0
2024;5;5;3;26.5;0.0
2024;5;5;4;26.3;0.0
2024;5;5;5;26.1;0.0
2024;5;5;6;25.9;0.0
2024;5;5;7;25.8;0.0
2024;5;5;8;25.7;0.0
2024;5;5;9;25.7;0.0
2024;5;5;10;25.7;0.0
2024;5;5;11;26.4;22.0
2024;5;5;12;28.9;139.0
2024;5;5;13;30.3;403.0
2024;5;5;14;32.0;639.0
2024;5;5;15;33.5;839.0
2024;5;5;16;34.9;949.0
2024;5;5;17;35.8;988.0
2024;5;5;18;36.1;738.0
2024;5;5;19;35.8;827.0
2024;5;5;20;34.8;512.0
2024;5;5;21;33.3;353.0
2024;5;5;22;31.3;178.0
2024;5;5;23;29.4;20.0
2024;5;6;0;28.8;0.0
2024;5;6;1;28.2;0.0
2024;5;6;2;27.8;0.0
2024;5;6;3;27.5;0.0
2024;5;6;4;27.2;0.0
2024;5;6;5;27.0;0.0
2024;5;6;6;26.9;0.0
2024;5;6;7;26.9;0.0
2024;5;6;8;26.9;0.0
2024;5;6;9;26.8;0.0
2024;5;6;10;26.7;0.0
2024;5;6;11;27.1;18.0
2024;5;6;12;28.3;109.0
2024;5;6;13;30.0;311.0
2024;5;6;14;31.1;376.0
2024;5;6;15;32.3;547.0
2024;5;6;16;33.5;847.0
2024;5;6;17;34.5;836.0
2024;5;6;18;34.9;659.0
2024;5;6;19;34.8;669.0
2024;5;6;20;34.2;625.0
2024;5;6;21;32.8;375.0
2024;5;6;22;30.9;197.0
